SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON,Home or Road,Adversary,Adversary Name,Game Score
22023,1630595,22300293,2023-12-11,DET vs. IND,L,38,11,21,0.524,1,6,0.167,0,0,0.0,0,6,6,7,1,0,3,3,23,-8,2023-24,Home,IND,Indiana Pacers,123 - 131
22023,1630595,22301217,2023-12-08,DET @ ORL,L,32,8,15,0.533,2,6,0.333,3,4,0.75,1,2,3,6,1,0,3,1,21,-20,2023-24,Road,ORL,Orlando Magic,91 - 123
22023,1630595,22301206,2023-12-06,DET vs. MEM,L,34,6,14,0.429,1,5,0.2,3,3,1.0,0,4,4,10,2,1,5,2,16,-1,2023-24,Home,MEM,Memphis Grizzlies,102 - 116
22023,1630595,22300283,2023-12-02,DET vs. CLE,L,37,8,20,0.4,3,6,0.5,4,4,1.0,0,8,8,11,2,0,1,3,23,13,2023-24,Home,CLE,Cleveland Cavaliers,101 - 110
22023,1630595,22300268,2023-11-30,DET @ NYK,L,37,12,20,0.6,4,9,0.444,3,4,0.75,0,2,2,8,2,0,7,2,31,1,2023-24,Road,NYK,New York Knicks,112 - 118
22023,1630595,22300258,2023-11-29,DET vs. LAL,L,23,6,15,0.4,2,4,0.5,1,1,1.0,0,4,4,5,1,0,2,1,15,-33,2023-24,Home,LAL,Los Angeles Lakers,107 - 133
22023,1630595,22300253,2023-11-27,DET vs. WAS,L,32,10,22,0.455,2,7,0.286,4,4,1.0,1,4,5,7,1,0,1,2,26,-12,2023-24,Home,WAS,Washington Wizards,107 - 126
22023,1630595,22300047,2023-11-24,DET @ IND,L,38,10,26,0.385,2,4,0.5,9,9,1.0,0,3,3,5,0,0,4,0,31,-12,2023-24,Road,IND,Indiana Pacers,113 - 136
22023,1630595,22300218,2023-11-20,DET vs. DEN,L,38,7,17,0.412,2,4,0.5,11,11,1.0,0,2,2,9,3,1,5,2,27,7,2023-24,Home,DEN,Denver Nuggets,103 - 107
22023,1630595,22300211,2023-11-19,DET @ TOR,L,27,7,17,0.412,3,5,0.6,1,3,0.333,2,3,5,4,0,0,3,2,18,-22,2023-24,Road,TOR,Toronto Raptors,113 - 142
22023,1630595,22300030,2023-11-17,DET @ CLE,L,34,9,21,0.429,2,7,0.286,0,0,0.0,1,4,5,8,0,0,4,4,20,5,2023-24,Road,CLE,Cleveland Cavaliers,100 - 108
22023,1630595,22300018,2023-11-14,DET vs. ATL,L,38,4,14,0.286,1,3,0.333,0,0,0.0,1,2,3,12,3,0,6,3,9,-11,2023-24,Home,ATL,Atlanta Hawks,120 - 126
